SquareFootage,NumBathrooms,NumBedrooms,RenovationQuality,DistanceToCityCenter,AgeOfHome,Price
1547.53,1.599636463,3,8.18,10.86,15.39,699531.7831
1434.32,1.0,3,1.86,1.36,32.5,203306.4263
1468.73,3.190979483,2,8.12,15.54,9.26,347310.1185
550.0,1.911317526,3,3.37,2.22,60.0,324845.1451
1307.13,1.246173277,3,5.81,28.09,25.13,237640.116
550.0,1.168319708,3,3.63,39.4,120.07,196032.289
698.31,2.075840252,2,2.7,26.45,73.66,211134.6658
2263.12,2.970268478,4,7.79,16.54,43.52,735196.0247
976.42,4.526836491,4,6.01,6.72,37.52,550819.4833
1305.92,1.0,5,6.94,6.17,55.74,436066.8884
1427.51,1.449288417,3,4.98,13.86,78.2,298444.3614
550.0,1.663165709,3,6.23,8.99,16.7,154400.7525
1743.78,1.0,3,4.68,9.72,20.03,386188.4407
1016.22,2.57540232,3,5.11,26.96,90.83,338433.3133
1186.48,2.542308504,2,7.31,38.96,48.44,226905.0011
838.11,4.379021126,2,6.62,2.03,83.72,339933.3714
1311.71,2.700673809,3,3.35,17.34,55.07,316637.9282
1415.95,3.254603057,2,3.37,5.86,122.91,242513.5862
1343.92,3.083788169,2,5.36,24.21,78.95,337584.6674
980.17,1.799254386,4,7.6,19.5,85.98,241697.619
572.53,2.205455153,1,4.89,28.26,53.49,137573.1292
1446.43,1.0,3,5.2,5.81,37.17,336339.7509
1789.32,2.146673218,3,5.07,17.55,14.75,334482.7915
801.85,2.883746245,3,7.94,16.32,56.13,301781.1467
884.98,2.523608028,3,3.08,3.0,31.02,250071.3973
979.4,1.282543664,4,6.14,16.67,24.69,340473.0578
1589.48,1.649524983,4,3.09,21.3,54.52,220926.562
550.0,2.273355921,3,3.2,33.43,104.93,96016.41834
1001.01,1.121423839,4,8.02,19.07,98.73,318960.2502
597.77,4.239372901,2,4.17,13.65,23.25,124956.8317
859.83,2.876735753,3,5.14,11.97,23.49,323380.2074
1179.23,1.760268889,4,5.05,4.74,4.76,443216.9696
550.0,1.107970784,5,7.13,9.59,42.51,133765.0137
740.01,1.43327002,3,3.39,27.47,90.17,242627.3715
550.0,2.892894233,2,3.95,10.27,79.95,134058.0544
833.92,1.0,2,4.1,15.45,91.77,114505.5941
1004.05,2.900746272,2,4.07,1.58,14.03,206029.5987
1175.07,3.083469021,4,4.79,11.09,44.08,484590.9808
550.0,2.120929902,4,5.34,13.88,61.33,261047.3999
1695.37,2.05493614,5,6.56,3.74,17.73,591930.0137
1477.56,2.958110334,3,10.0,14.8,5.48,469792.0289
755.85,1.933425922,2,3.34,38.3,4.15,184261.1924
550.0,1.0,2,2.45,9.12,96.69,171020.9746
1772.95,1.611908055,2,4.11,34.94,45.39,203869.5816
1209.01,2.51544318,2,4.59,7.97,4.93,271519.0458
566.9,2.554960145,3,3.62,2.83,10.08,142270.8916
1046.96,1.0,3,4.97,7.51,1.68,200388.3774
550.0,3.975558495,5,5.59,41.51,42.51,419388.5804
550.0,1.000603592,2,6.07,18.18,20.88,106751.7007
1206.92,1.187160437,3,5.1,30.96,74.22,267270.4751
550.0,2.367256464,4,7.5,15.25,43.91,192555.8989
707.14,2.5238271,4,4.71,1.78,7.86,401829.2799
1048.34,1.873363568,4,4.79,6.13,40.77,462194.2771
588.25,2.222143526,3,4.22,9.54,56.31,196117.0289
695.85,2.716703709,3,6.43,5.18,23.15,343211.2567
753.57,2.022755709,5,5.0,35.04,111.44,353661.9706
817.86,1.0,3,4.02,34.85,38.8,176915.476
607.09,1.122131318,1,4.14,40.82,76.1,167799.645
1113.09,1.384054153,3,5.81,9.0,30.43,351117.6189
1103.66,1.0,2,2.39,27.74,32.24,221518.9252
809.51,1.0,3,7.45,7.56,9.54,302956.7209
652.25,1.0,3,4.05,39.98,17.09,154249.565
1941.32,1.462922723,4,6.08,3.74,8.42,568980.2354
1268.86,2.867328633,4,5.62,16.15,23.03,387635.6257
2032.13,3.275870008,5,7.69,5.39,23.32,672571.3857
916.2,1.00207984,4,4.15,26.48,77.79,208419.3752
697.99,2.250064971,4,4.96,2.37,34.05,432190.1311
844.14,1.686999177,2,4.94,19.86,12.62,116731.4427
871.09,1.0,2,4.88,21.37,5.13,93105.94989
1138.98,1.584561773,4,5.12,14.61,19.46,355509.5762
1747.09,1.970457309,3,5.7,4.61,48.65,600382.1171
1663.43,3.611083662,5,9.0,9.1,2.29,874387.1896
897.24,2.734415181,3,5.74,0.44,7.01,354353.6387
820.59,1.0,4,4.87,19.81,83.11,270249.3015
2708.44,3.928910621,4,9.46,17.8,62.65,482770.4988
550.0,1.355490263,2,2.45,14.83,3.64,119661.8405
550.0,1.173425488,3,4.23,0.72,113.42,191199.6967
722.72,1.0,5,2.61,15.28,47.27,355201.9424
907.51,1.0,3,5.34,11.87,56.63,132104.0494
550.0,1.722360824,4,3.17,23.89,30.3,149533.4247
835.62,3.208137095,4,5.42,18.85,17.84,399496.7421
550.0,1.0,3,4.58,21.2,67.94,142999.6151
860.64,2.54264794,4,4.21,38.03,49.1,265426.7808
813.84,1.044756614,1,3.03,3.14,121.45,119066.8326
995.68,1.399611437,3,4.33,9.36,9.83,275767.8705
770.74,2.170610613,2,6.15,54.37,36.01,380930.7666
632.32,3.547384339,2,4.31,27.75,29.78,251516.9781
1162.89,3.759564284,4,6.68,0.3,23.05,504229.4659
1032.22,1.0,4,3.78,25.44,75.69,337620.1849
1743.94,3.646045235,3,6.1,11.18,96.3,730786.3043
550.0,1.459498305,2,1.41,1.2,18.07,181909.8306
550.0,2.002786637,3,2.05,7.63,13.14,153736.6301
2269.73,1.794955607,2,6.42,30.98,2.87,492994.8442
1192.83,2.03786619,4,4.81,6.23,19.73,486352.0095
550.0,3.488118422,4,5.26,17.58,82.75,362981.6337
1230.48,1.246949043,3,4.58,20.06,19.58,197193.796
1025.55,2.208620112,1,1.96,54.64,39.87,198609.3865
550.0,2.39208544,2,3.45,8.57,6.74,135753.3354
1573.68,2.86077953,2,5.11,1.03,25.43,423815.248
1008.63,1.0,3,2.93,25.71,5.77,315717.5255
1252.22,1.061756463,3,7.35,13.2,25.29,480128.732
1555.84,1.0,3,4.29,19.35,42.56,256654.3421
969.98,3.424177788,4,7.32,0.36,57.68,552399.0431
952.97,1.742003354,3,6.38,7.73,37.74,400944.4919
2027.73,2.00030168,4,5.34,30.58,46.27,305869.2898
1193.66,1.0,2,3.43,9.34,51.05,189138.1239
607.97,1.335726763,3,5.7,1.98,15.06,223898.8248
550.0,1.245151321,2,2.1,19.7,70.77,188284.0518
976.75,2.323556012,4,5.49,29.75,24.61,358905.9131
2218.22,1.0,4,4.68,3.96,15.21,343397.9756
1079.63,2.007435553,3,6.03,37.03,35.27,409878.8723
645.52,1.522775532,1,3.14,11.87,66.46,103375.7614
1674.78,1.68144751,3,6.05,23.0,35.09,327068.3617
763.62,1.0,2,1.19,34.84,49.32,113180.9897
622.21,2.95770453,1,6.73,7.32,5.56,149241.5454
1016.68,2.970817977,3,4.54,11.7,58.44,316276.3761
910.35,1.0,3,6.83,18.79,61.38,127824.311
550.0,1.889751455,4,3.96,13.87,43.79,161259.969
1617.38,1.0,2,3.74,8.47,17.79,412440.005
1440.64,3.160951851,4,8.14,23.29,37.91,509865.6213
1366.81,2.751702913,4,8.23,7.74,48.41,445058.7417
1158.05,4.547283128,4,5.84,1.34,9.35,483438.0362
685.34,1.271767041,2,2.05,44.02,29.55,154994.5258
1333.9,2.664107348,4,6.27,0.8,55.63,257001.1014
577.32,1.038132203,3,2.46,35.42,48.38,177463.4998
1032.15,2.526880827,3,6.06,36.42,9.14,395615.6045
550.0,1.384784537,3,3.2,27.33,55.92,265594.885
1496.1,1.0,2,5.92,11.38,104.36,208805.3098
1244.05,1.0,3,3.81,10.24,50.35,182179.1184
550.0,1.311680451,3,3.48,32.32,69.28,103906.7701
1717.65,3.469669949,3,6.05,1.88,9.17,333690.06
1159.38,2.548934444,4,5.51,6.4,36.82,339013.2837
1451.42,3.155909723,2,3.3,14.36,7.24,442888.6542
1110.45,1.247922529,3,6.07,63.89,19.87,304931.3849
1587.13,1.0,3,7.67,0.56,3.49,520671.8883
976.35,1.0,3,3.76,4.13,70.82,230173.566
550.0,4.843794741,3,6.23,19.92,113.37,263709.1885
895.85,1.0,4,6.07,3.31,88.11,218601.7834
550.0,1.41055593,1,3.19,46.39,88.28,101913.16
947.18,3.566541355,5,5.46,31.7,51.93,482017.4676
1703.4,2.163048988,2,4.22,14.54,29.32,406174.3374
1408.84,2.462349474,3,7.77,10.1,15.97,325302.9332
661.34,1.994637758,3,4.13,3.48,10.59,174835.0863
2061.01,1.513392528,3,5.96,18.95,45.32,249996.4094
1701.95,3.364477398,4,6.56,25.17,51.61,676922.4903
1117.45,1.0,3,3.91,20.2,24.14,173956.117
550.0,1.006369014,6,3.53,20.6,66.89,432952.5713
550.0,1.570594787,4,3.32,27.28,41.63,152559.657
550.0,3.506411166,3,2.59,31.67,4.82,275558.7316
1007.21,1.0,2,5.77,4.91,48.97,110294.775
550.0,1.0,5,6.7,26.47,50.55,190448.0922
1540.02,1.363282099,4,3.45,10.65,3.63,235650.2469
823.7,1.770990966,3,3.4,21.48,47.53,207331.9679
1337.46,1.912108815,3,9.77,11.61,48.93,404481.797
810.68,1.390094984,2,1.31,20.82,11.71,150907.6334
829.74,1.842109064,4,4.82,34.49,10.99,398962.6882
652.12,2.512237431,3,3.78,16.96,21.08,258512.2302
1486.85,2.299745853,3,6.28,44.36,62.93,365276.7021
1572.71,1.0,1,3.23,1.45,85.1,162349.4198
1625.08,2.519039286,5,6.36,22.92,7.99,734718.2092
1383.96,1.0,4,4.06,5.94,47.43,376242.2191
1758.29,2.053357734,2,7.31,24.88,35.71,419852.876
1349.44,1.630809265,4,3.95,32.14,97.88,550909.8705
995.76,1.666930259,2,9.01,1.58,33.69,355873.0695
1193.45,1.513393022,3,4.25,13.43,31.69,354546.9918
1127.42,1.295279593,3,6.62,20.85,118.42,221653.0451
1143.1,1.489469318,4,6.3,26.59,44.78,318126.9653
2240.87,1.031013193,1,6.28,26.25,109.39,282253.0256
1523.24,1.90435971,4,9.32,2.13,36.05,545431.7818
1438.77,2.625165708,4,5.78,21.36,3.31,278062.661
795.13,1.303982161,3,5.19,11.55,35.57,218544.2298
958.81,1.402526547,2,3.58,12.61,37.9,189735.9028
1541.15,3.570193413,1,4.85,22.73,24.29,220797.4023
858.35,1.477449898,4,3.57,20.47,15.32,323896.9028
2055.04,3.510682387,3,7.17,3.06,84.11,599838.2651
1349.61,2.476436083,4,5.93,10.41,23.47,508459.2489
571.47,2.761838638,4,3.06,23.56,23.54,297723.341
1396.47,2.717135803,3,5.73,15.64,111.41,579176.5925
1399.82,2.598938029,5,7.07,10.19,21.09,670334.3299
1294.09,1.0,3,0.1,8.76,12.47,197307.6923
550.0,2.684066324,2,3.62,3.4,11.62,163088.29
550.0,1.874792974,2,5.52,20.49,53.18,169245.1904
843.57,1.312093736,2,6.05,32.61,66.24,146723.0108
2166.0,1.537854434,3,7.71,26.72,3.33,580161.3982
550.0,1.295570261,2,1.89,11.81,5.05,147760.8634
1275.86,1.408279007,4,7.68,11.97,27.2,463631.9513
574.93,1.340327819,2,2.16,12.02,113.69,219875.8803
1539.74,1.284889485,4,3.84,32.9,64.99,230289.9546
986.66,3.051819002,2,3.46,8.3,11.94,276946.0848
2111.58,1.0,4,6.47,15.1,30.62,571602.0232
734.98,1.431686906,3,3.51,48.91,59.1,248310.5492
550.0,1.521706589,3,5.81,21.17,38.43,294006.8647
675.85,1.0,3,3.96,29.74,35.84,177240.2426
1235.16,2.445413443,1,7.34,16.96,43.09,232895.9821
550.0,2.440589404,2,1.73,13.07,83.14,104702.2639
823.51,3.22873104,3,5.44,49.65,55.39,257575.6003
1182.12,1.0,2,2.51,15.29,62.85,239682.4448
606.37,2.707394922,3,6.96,11.33,27.27,342049.4357
672.57,1.378387382,4,1.86,32.85,76.08,133338.4679
1027.16,2.300659761,4,5.23,28.55,1.11,400168.3896
1247.5,2.096431868,3,8.31,17.17,20.83,367193.2871
550.0,1.0,3,3.82,25.18,94.11,135239.6454
1888.4,2.818435272,4,8.03,9.51,92.12,484487.3022
550.0,2.991104856,1,2.68,3.89,11.49,173722.5743
1501.57,2.093530898,3,8.56,11.83,0.01,418385.4546
550.0,1.79372707,2,4.34,18.69,19.87,171185.4905
782.04,2.24091868,2,4.05,32.58,24.74,163532.6969
1212.45,1.968039348,3,6.31,25.79,37.03,400419.9643
1437.02,2.309452987,5,9.08,22.41,33.29,500787.2489
550.0,1.0,3,2.09,5.28,88.9,268660.3877
1594.27,2.683619586,2,5.52,24.36,55.03,323691.9893
1113.68,1.655995692,3,7.8,16.44,74.51,210429.3823
789.29,2.9043909,1,5.54,47.92,125.7,250365.5653
629.33,1.0,1,3.51,45.29,17.65,237167.5462
982.34,1.441501156,2,4.01,9.03,16.18,260961.0197
550.0,1.688837923,2,3.14,3.25,71.68,144240.8553
2468.58,2.689370726,3,5.89,13.04,66.1,564164.8118
1760.27,3.635891375,3,1.53,22.93,90.16,392275.602
550.0,2.177793579,1,2.92,0.49,13.78,231074.2306
550.0,1.0,3,2.68,11.49,47.99,264833.5258
1506.26,1.928275837,4,6.85,11.18,39.02,572012.3294
550.0,3.499145012,2,7.03,14.92,56.82,198085.8702
674.53,2.08013877,4,6.34,20.7,24.47,215523.7457
1128.09,2.512733384,3,3.95,8.35,88.8,334222.911
1484.37,4.788160012,1,4.93,2.99,37.66,551667.0323
550.0,1.0,3,4.05,33.09,23.36,106525.0623
876.12,1.725063976,4,6.48,17.08,55.92,244843.6422
1417.73,1.981079648,4,7.37,9.83,34.59,503702.0815
550.0,1.0,3,6.89,3.19,37.22,140708.0612
1688.52,1.586843328,1,4.69,24.68,60.56,445814.9881
696.71,1.0,3,3.22,31.78,56.54,166249.1423
550.0,1.0,3,3.03,40.47,79.16,147211.5983
550.0,2.079023581,3,4.19,24.8,26.84,153387.2665
1126.88,1.691232305,3,5.79,41.22,66.91,419226.7295
785.82,1.296052258,5,4.15,20.99,41.15,407629.4936
883.65,1.698234376,2,1.29,15.06,53.21,117006.0878
550.0,2.418722741,3,3.39,4.15,4.61,134547.8645
1025.62,1.910822347,1,2.92,9.67,103.43,181312.0461
1262.48,2.902647069,4,5.0,35.69,28.05,302024.3159
657.43,1.916210983,2,5.35,23.52,9.26,106660.6252
735.97,1.0,4,3.53,45.42,90.38,167060.5385
1408.2,1.659656286,3,6.53,26.7,82.0,237511.6102
558.05,1.055004562,3,0.94,17.18,38.62,145622.0632
598.47,2.820892235,2,0.79,28.55,19.39,142093.7534
1286.07,2.715201171,2,6.26,32.31,7.62,183995.1525
1419.79,1.217234149,2,3.8,45.97,97.86,146124.9394
1262.26,2.526905092,4,7.59,4.53,0.51,657864.6024
688.68,2.028709986,4,7.09,38.13,24.33,313710.4687
1878.52,1.0,3,5.77,37.96,12.64,291066.7383
1169.45,3.706327946,3,1.49,8.58,5.02,469204.7181
971.19,1.0,4,6.42,28.5,13.85,235139.5085
1558.41,3.892287571,2,5.98,14.66,41.39,553529.407
550.0,1.324173676,2,2.51,30.68,45.32,232506.3177
839.98,3.0861423,3,8.42,8.64,54.16,289920.2097
1017.6,3.786214089,3,4.92,21.63,16.16,402488.8464
765.5,4.302962589,3,5.43,20.06,18.81,474003.1369
1594.72,2.740509299,4,9.5,19.57,50.8,665295.7983
1294.63,4.393520169,3,9.24,12.9,12.56,509396.2491
1140.39,1.0,3,1.3,4.32,70.95,218757.1645
1258.66,1.0,3,1.73,46.7,71.41,224349.0624
1186.64,2.882703148,4,6.43,0.23,4.63,312914.8435
1835.22,1.484723632,4,7.5,10.15,9.0,745956.6345
1139.0,1.0,4,4.35,0.11,20.2,189391.0331
942.58,1.785692077,3,6.1,2.07,7.42,221437.2518
550.0,2.111022108,4,4.76,19.23,28.18,307821.1758
806.87,1.542992759,3,4.4,28.58,45.94,157357.3693
1028.21,2.529603436,2,2.3,38.12,29.88,216085.2785
1238.69,1.0,2,6.95,9.79,48.1,180250.0277
550.0,1.121421973,4,3.76,16.46,38.55,142740.4811
792.4,3.994737994,3,9.42,12.53,33.96,309018.0742
550.0,1.658917807,2,0.96,3.28,37.99,133702.1794
955.54,1.0,3,4.33,12.74,10.83,184345.9638
930.04,3.673093499,3,5.01,23.54,10.78,316909.5352
1119.09,1.0,3,6.47,24.92,56.01,398329.3149
583.25,3.852464259,1,4.47,26.0,24.36,250155.1266
1215.8,1.0,3,5.94,20.89,75.45,225008.3958
1320.57,2.197676665,3,7.96,12.79,90.86,480474.4537
1164.17,2.647300829,1,2.55,12.84,52.9,134650.013
1831.94,2.283459527,3,2.49,10.15,22.85,565300.7513
1087.6,2.499408312,4,7.12,6.58,69.76,481343.2377
1381.99,3.099340104,4,6.6,19.93,18.78,449874.4741
1363.54,1.314855873,2,2.49,15.76,25.73,143619.0809
1086.8,1.418783393,4,7.09,9.79,21.41,318574.1442
688.88,1.755626137,3,6.48,0.03,8.52,214842.9478
550.0,1.811296537,2,4.77,33.72,49.95,221361.2166
550.0,2.736382871,2,5.06,23.3,72.76,146327.6155
1153.69,1.0,6,4.86,27.35,63.0,767721.1084
550.0,1.0,4,4.15,6.54,17.8,251042.806
1070.9,2.070747279,2,1.96,4.25,76.04,219864.9676
550.0,1.191058646,3,3.81,34.55,83.77,163847.6551
550.0,3.463615681,3,4.41,16.52,65.26,407106.8769
1318.75,1.0,5,3.06,9.87,21.49,449273.8818
838.39,2.636482646,5,5.26,1.85,10.5,456955.7679
593.33,3.649598047,1,1.97,6.15,18.44,168961.3183
1447.9,3.064001252,3,6.72,23.98,2.97,367594.2369
1655.22,1.327135097,3,7.5,7.99,43.84,283082.2691
1681.58,1.656776075,3,10.0,3.68,27.82,606218.4322
1070.92,1.0,3,5.2,8.75,12.8,159265.5551
1293.97,3.228414844,5,4.96,2.58,56.31,714639.506
839.39,1.0,3,3.93,28.17,67.81,163205.7631
1810.83,3.17884548,4,5.16,4.33,56.97,575023.6845
550.0,3.444750099,3,3.39,22.31,6.45,248163.8659
989.91,1.776838748,3,1.83,4.86,20.72,354191.3722
987.0,3.556596677,4,8.09,8.94,5.77,669964.7707
1204.99,1.428341872,2,6.09,2.71,35.86,214596.5987
550.0,2.299606283,3,2.75,26.9,57.42,161470.8323
1479.88,1.073951299,4,7.4,2.82,48.64,404300.6422
923.29,2.675621536,1,6.07,19.28,2.06,357064.8566
1746.4,5.280142422,3,7.22,12.68,15.69,488432.0305
1545.27,1.025032678,4,3.96,39.69,34.96,409778.0401
550.0,2.091831452,4,4.59,18.1,62.68,364078.4836
550.0,1.0,2,0.36,26.47,72.23,149706.996
550.0,2.514087024,3,7.36,29.27,30.58,197044.3929
1341.95,2.324943387,5,6.72,10.24,3.43,363769.477
877.75,2.997011329,2,5.23,15.41,61.71,331024.3962
1115.34,1.857196917,3,3.93,7.48,21.62,172557.2552
1654.8,2.769181794,4,4.75,27.95,73.35,516902.3827
1234.68,2.797891667,4,6.14,18.73,48.42,441196.76
752.37,2.443595408,3,4.55,20.47,36.43,416237.8512
1488.2,4.475944717,4,7.47,1.14,20.06,486386.3734
550.0,2.055769482,3,5.73,6.22,76.34,347081.426
891.48,1.202354245,1,6.83,11.9,37.03,172778.1646
2117.97,3.11077337,3,5.13,7.86,64.1,543530.4933
1221.31,3.869980855,3,7.5,3.91,32.5,461259.7733
1159.83,1.0,2,6.29,26.36,31.51,152316.5163
2336.49,2.382471229,4,8.52,5.06,10.4,906660.2127
1575.85,1.230712164,5,6.9,22.73,9.78,485449.7041
1104.28,2.867132663,4,4.99,21.36,65.69,353108.2819
1477.19,3.204649215,3,4.63,13.22,125.64,307165.0681
680.25,3.186417891,3,4.2,14.77,70.65,380064.2378
550.0,1.534321988,4,1.39,38.42,7.17,222198.5451
1239.22,1.12446624,4,6.45,14.52,38.71,244689.5845
1095.18,2.412933188,3,8.85,11.71,16.52,294283.1239
1507.66,4.892005649,4,7.09,5.73,0.84,690817.5719
550.0,1.0,3,1.39,5.11,68.01,107623.8968
1489.29,3.347582506,3,7.17,6.9,40.28,407852.18
671.5,1.889336923,3,4.44,15.78,55.23,161529.1313
1378.95,1.624957285,3,7.54,15.02,105.32,185241.968
1198.58,3.740967008,3,6.93,9.9,37.5,268485.508
1024.61,1.837755412,2,5.59,25.56,40.42,188004.8544
1543.39,3.147573502,3,6.93,8.52,20.86,370207.3866
1330.24,3.285817313,1,5.02,10.25,64.0,205784.669
648.46,3.078077854,2,3.57,42.9,108.21,174452.5836
1471.77,1.455270599,2,4.84,5.05,9.43,354867.3422
782.9,1.769098482,3,1.35,53.31,28.31,290802.8624
550.0,1.200385725,3,2.67,20.71,57.32,166751.417
998.15,1.974981366,3,5.91,10.82,34.62,227591.673
1077.67,3.281676625,3,4.25,1.17,19.94,418251.3239
1771.64,1.173815112,2,7.57,4.71,3.15,431632.9844
788.8,4.186419239,3,4.27,2.36,94.8,379621.3228
988.14,1.0,2,3.84,27.49,41.47,136578.7197
1563.94,3.770390049,4,6.52,4.99,63.97,374504.0333
550.0,1.337630765,3,5.17,14.24,3.36,306655.055
939.05,3.805854238,3,6.87,1.66,94.52,434991.6789
1807.96,5.5,3,10.0,15.86,8.13,525491.7565
936.49,2.134540981,2,7.27,22.26,46.35,328391.6367
1556.04,3.515944816,3,7.47,10.8,29.92,370224.1326
550.0,3.431824217,3,5.42,30.04,33.27,215208.6958
1029.28,4.424372017,4,8.59,5.63,53.3,605073.6116
1703.66,1.709194379,4,7.64,12.36,41.23,499542.613
923.6,3.450385606,4,5.86,22.55,57.03,381307.9566
560.07,1.083233099,5,2.94,19.48,53.63,326257.5547
1043.59,1.0,4,5.06,12.28,85.13,291614.0944
1033.26,2.544290356,2,4.56,9.6,45.72,334874.4242
550.0,1.713759828,2,3.65,30.46,13.68,174243.2503
885.92,2.359795125,3,6.25,25.29,35.15,298685.3339
1343.93,1.082210054,4,3.22,32.86,84.48,332145.3784
1150.13,2.590377394,2,3.32,9.46,56.49,358135.5706
1195.99,1.036083376,3,5.74,15.44,40.76,256483.9589
1040.39,1.565887976,3,4.94,1.5,12.24,223576.1619
1078.68,1.0,3,3.98,14.24,46.9,177035.7517
550.0,3.139187001,3,4.08,32.3,68.61,209563.6654
873.02,1.671878436,2,2.97,10.77,8.46,164903.4879
634.94,1.0,2,3.43,5.01,78.63,208333.7138
747.71,2.584191937,3,5.88,8.86,128.85,212176.5091
811.36,1.441117284,3,4.68,18.5,0.41,113258.5348
550.0,2.933060239,4,3.81,6.82,27.68,314818.9064
1145.43,2.752832734,2,5.04,12.94,36.31,398073.4053
550.0,1.635596376,3,5.31,27.74,32.37,208564.8321
1146.96,2.1192632,5,6.91,16.38,67.66,445395.1191
1052.48,2.898746774,3,7.69,22.79,60.07,484512.1588
1593.68,1.986880679,2,5.75,4.26,14.64,485113.8642
1418.33,3.779331891,3,8.59,20.72,66.04,378370.4141
838.09,1.0,3,1.83,28.58,46.32,134447.8725
550.0,2.763766948,3,5.71,1.79,93.89,285480.6974
550.0,1.152021018,4,3.01,23.47,122.46,158795.2187
550.0,1.0,4,4.46,30.23,63.32,126222.5514
898.6,1.598805079,4,7.04,5.53,48.95,346383.1279
1211.22,2.143228502,4,4.77,17.51,59.0,480828.826
1506.08,2.388027694,4,6.7,1.87,8.5,508240.4454
1085.41,3.425430312,4,3.9,38.67,104.78,518253.3659
937.66,2.251633596,2,4.56,17.81,1.24,295324.819
1015.29,1.0,5,5.4,11.16,28.84,339351.4185
550.0,1.0,1,2.93,32.42,32.96,324138.1524
1416.23,3.58370942,4,8.0,14.07,2.43,511443.7364
550.0,1.103585987,3,3.4,2.06,1.59,102367.7436
1413.97,1.293677407,3,5.99,32.52,1.67,290193.7822
1701.92,3.816029315,4,6.16,9.13,32.86,626404.882
1663.91,1.0,3,6.39,17.71,0.25,273449.9487
573.32,1.441246605,3,0.78,39.48,72.06,94313.99041
733.36,1.907736751,2,5.49,14.62,53.53,150576.3355
550.0,2.403054434,3,3.47,28.25,80.88,266981.4133
981.2,2.840765761,5,6.77,11.81,51.92,571347.0956
577.36,1.996181565,4,3.54,54.38,34.74,238343.9376
550.0,1.553242083,2,4.06,17.34,7.29,262486.264
550.0,1.438215632,3,1.31,28.16,127.08,152467.1669
1385.61,2.781406715,2,2.85,32.5,82.43,330790.1596
550.0,1.052838097,3,6.05,18.78,72.2,135637.489
1578.04,1.648289366,4,6.26,3.23,53.82,461560.2178
1831.8,1.615807178,2,3.43,12.7,57.58,313286.8009
774.79,1.0,2,5.08,16.03,25.05,150955.8344
550.0,1.441232582,2,5.36,5.53,55.35,174594.5713
550.0,1.296606642,4,7.35,2.94,104.06,396428.1539
935.16,2.19646421,4,4.3,2.44,116.64,476570.3733
550.0,2.348662858,4,6.95,12.36,37.28,387918.9435
1461.93,1.421929889,3,2.28,31.49,58.68,194009.7516
1205.61,2.38399826,4,8.02,23.97,52.11,338560.184
1508.89,2.846405581,3,5.21,6.41,16.88,397269.967
1162.8,1.553396215,4,4.59,8.28,12.83,251183.1563
550.0,4.250882548,4,6.88,8.06,84.92,355730.1629
841.15,1.308683588,2,3.58,2.85,71.16,170728.7881
1278.96,3.895312983,2,4.56,27.82,26.61,412373.3986
600.31,1.0,2,0.78,40.1,36.76,111939.1888
1427.49,2.126220956,4,8.07,11.41,43.87,409661.7901
550.0,1.0,3,3.6,9.75,60.57,105902.3322
1125.46,1.465474098,3,4.79,20.3,16.53,163287.2633
1364.29,2.337373745,4,8.52,6.03,31.27,680967.5893
1550.84,1.0,3,6.17,15.21,71.79,191119.5959
777.23,1.452926423,3,5.21,0.74,49.64,345571.5265
1117.95,2.118546351,3,6.45,4.12,12.49,439672.1542
731.56,1.42810744,3,2.57,49.6,30.99,149113.8024
550.0,2.107269413,3,0.83,25.7,109.05,142984.178
1010.63,2.841730977,3,5.79,12.2,9.1,402293.4837
626.54,3.411808313,3,8.3,41.51,66.76,270220.6987
1574.12,1.237139146,3,8.58,10.12,29.54,314011.1561
1662.26,1.0,2,6.4,29.95,83.02,235370.7429
1505.2,3.235635384,3,7.63,6.42,33.34,351747.2649
587.12,1.976201942,2,3.24,25.54,41.03,165611.8879
550.0,2.712657488,3,5.28,5.14,60.01,349615.9149
550.0,3.977026028,5,4.63,29.66,35.55,286553.1414
1315.47,2.830245502,3,5.58,14.88,36.99,370966.7021
1708.43,2.533567661,3,6.48,8.14,85.52,390128.7501
954.69,1.838261156,1,0.15,15.23,38.87,242998.1077
1648.24,1.537472539,3,9.51,3.8,72.56,267223.3677
569.26,2.189230206,4,4.44,19.28,16.11,214462.382
917.42,1.531715483,2,7.27,0.87,27.27,198408.6971
1395.58,3.593985602,2,5.58,30.69,29.73,356569.8677
1571.7,4.720532458,4,7.39,3.17,31.72,640135.6395
1065.43,2.701915158,2,0.74,33.08,78.26,308517.5187
732.31,1.605698581,1,3.85,4.47,97.95,105508.9037
1090.39,1.44733322,3,4.28,31.73,79.59,254961.9937
1106.34,4.453795884,3,6.5,0.11,79.66,480624.165
774.52,1.324895934,3,3.5,21.27,17.55,227731.0587
1352.28,1.673590789,5,8.26,10.11,35.28,464444.5259
758.38,1.0,2,4.26,32.5,45.44,136933.4009
713.02,1.0,3,4.95,3.76,4.17,316375.6638
